"Day","Animal","Group","TV"
54,"Therapy_B_16","Therapy_B",2505.85170217606
57,"Therapy_B_16","Therapy_B",2113.87121453255
60,"Therapy_B_16","Therapy_B",1773.83625871801
0,"Therapy_B_17","Therapy_B",108.161535827219
3,"Therapy_B_17","Therapy_B",134.071333491565
6,"Therapy_B_17","Therapy_B",190.387004654759
9,"Therapy_B_17","Therapy_B",348.571284890928
12,"Therapy_B_17","Therapy_B",246.026414584276
15,"Therapy_B_17","Therapy_B",485.637932612375
18,"Therapy_B_17","Therapy_B",544.667871567674
21,"Therapy_B_17","Therapy_B",820.052756032332
24,"Therapy_B_17","Therapy_B",582.603679534404
27,"Therapy_B_17","Therapy_B",1039.49066477269
30,"Therapy_B_17","Therapy_B",1284.71137972477
33,"Therapy_B_17","Therapy_B",1420.61246879253
36,"Therapy_B_17","Therapy_B",1617.11739286088
39,"Therapy_B_17","Therapy_B",1254.55171637731
42,"Therapy_B_17","Therapy_B",1534.29819575595
45,"Therapy_B_17","Therapy_B",2127.43965065416
48,"Therapy_B_17","Therapy_B",3089.69448295289
51,"Therapy_B_17","Therapy_B",2378.31749694291
54,"Therapy_B_17","Therapy_B",2589.22169094138
57,"Therapy_B_17","Therapy_B",2251.60717802792
60,"Therapy_B_17","Therapy_B",3732.57055180835
0,"Therapy_B_18","Therapy_B",120.548141399395
3,"Therapy_B_18","Therapy_B",123.69778155534
6,"Therapy_B_18","Therapy_B",230.170671652185
9,"Therapy_B_18","Therapy_B",250.099621463293
12,"Therapy_B_18","Therapy_B",394.524627286376
15,"Therapy_B_18","Therapy_B",490.637353453241
18,"Therapy_B_18","Therapy_B",526.028566930071
21,"Therapy_B_18","Therapy_B",875.425709945095
24,"Therapy_B_18","Therapy_B",914.283168337043
27,"Therapy_B_18","Therapy_B",1254.72957190687
30,"Therapy_B_18","Therapy_B",1935.57342169244
33,"Therapy_B_18","Therapy_B",1473.7120836765
36,"Therapy_B_18","Therapy_B",1682.71112999619
39,"Therapy_B_18","Therapy_B",1846.72806077631
42,"Therapy_B_18","Therapy_B",2492.69819774585
45,"Therapy_B_18","Therapy_B",2727.89307112444
48,"Therapy_B_18","Therapy_B",2726.27392887697
51,"Therapy_B_18","Therapy_B",1702.59428990967
54,"Therapy_B_18","Therapy_B",2378.34626481839
57,"Therapy_B_18","Therapy_B",2309.13512331094
60,"Therapy_B_18","Therapy_B",3744.14406677855
0,"Therapy_B_19","Therapy_B",107.955371384085
3,"Therapy_B_19","Therapy_B",129.298463523294
6,"Therapy_B_19","Therapy_B",181.520760501703
9,"Therapy_B_19","Therapy_B",182.488769271888
12,"Therapy_B_19","Therapy_B",473.867472072333
15,"Therapy_B_19","Therapy_B",449.534133735059
18,"Therapy_B_19","Therapy_B",514.256375434944
21,"Therapy_B_19","Therapy_B",771.644890563671
24,"Therapy_B_19","Therapy_B",814.900191223087
27,"Therapy_B_19","Therapy_B",1134.62994028108
30,"Therapy_B_19","Therapy_B",770.685048447342
33,"Therapy_B_19","Therapy_B",1046.90135757491
36,"Therapy_B_19","Therapy_B",2663.43276273448
39,"Therapy_B_19","Therapy_B",1878.99176197407
42,"Therapy_B_19","Therapy_B",1851.96619115079
45,"Therapy_B_19","Therapy_B",2410.21810020339
48,"Therapy_B_19","Therapy_B",1859.75730901969
51,"Therapy_B_19","Therapy_B",2375.83629063111
54,"Therapy_B_19","Therapy_B",3410.92910884441
57,"Therapy_B_19","Therapy_B",2374.27093786591
60,"Therapy_B_19","Therapy_B",4935.56274355893
0,"Therapy_B_20","Therapy_B",89.2057173639323
3,"Therapy_B_20","Therapy_B",195.362134262165
6,"Therapy_B_20","Therapy_B",134.890303447361
9,"Therapy_B_20","Therapy_B",300.498253588768
12,"Therapy_B_20","Therapy_B",335.069149645823
15,"Therapy_B_20","Therapy_B",308.943979007831
18,"Therapy_B_20","Therapy_B",767.912222270646
21,"Therapy_B_20","Therapy_B",478.508942744066
24,"Therapy_B_20","Therapy_B",938.792209633039
27,"Therapy_B_20","Therapy_B",1103.79923121266
30,"Therapy_B_20","Therapy_B",1391.03024555315
33,"Therapy_B_20","Therapy_B",1301.68820836821
36,"Therapy_B_20","Therapy_B",1897.99619056613
39,"Therapy_B_20","Therapy_B",1937.22803919493
42,"Therapy_B_20","Therapy_B",1409.86452405521
45,"Therapy_B_20","Therapy_B",2390.69138954314
48,"Therapy_B_20","Therapy_B",2808.09130617732
51,"Therapy_B_20","Therapy_B",2583.65103320115
54,"Therapy_B_20","Therapy_B",2422.35962038204
57,"Therapy_B_20","Therapy_B",2457.78331781333
60,"Therapy_B_20","Therapy_B",2292.52474260664
0,"Therapy_Combo_AB_1","Therapy_Combo_AB",117.947574135639
3,"Therapy_Combo_AB_1","Therapy_Combo_AB",123.119208215224
6,"Therapy_Combo_AB_1","Therapy_Combo_AB",100.723036446575
9,"Therapy_Combo_AB_1","Therapy_Combo_AB",197.690246597036
12,"Therapy_Combo_AB_1","Therapy_Combo_AB",300.432838982153
15,"Therapy_Combo_AB_1","Therapy_Combo_AB",334.950011231906
18,"Therapy_Combo_AB_1","Therapy_Combo_AB",330.042537385463
21,"Therapy_Combo_AB_1","Therapy_Combo_AB",403.297759550564
24,"Therapy_Combo_AB_1","Therapy_Combo_AB",423.702378249826
27,"Therapy_Combo_AB_1","Therapy_Combo_AB",499.947210587796
30,"Therapy_Combo_AB_1","Therapy_Combo_AB",904.286553592364
33,"Therapy_Combo_AB_1","Therapy_Combo_AB",739.345079056479
36,"Therapy_Combo_AB_1","Therapy_Combo_AB",1062.12956321724
39,"Therapy_Combo_AB_1","Therapy_Combo_AB",835.421588485621
42,"Therapy_Combo_AB_1","Therapy_Combo_AB",1047.32167289471
45,"Therapy_Combo_AB_1","Therapy_Combo_AB",1164.51931827197
48,"Therapy_Combo_AB_1","Therapy_Combo_AB",1448.88342254996
51,"Therapy_Combo_AB_1","Therapy_Combo_AB",2078.87391088242
54,"Therapy_Combo_AB_1","Therapy_Combo_AB",1436.78045125338
57,"Therapy_Combo_AB_1","Therapy_Combo_AB",1800.76354448166
60,"Therapy_Combo_AB_1","Therapy_Combo_AB",1418.79941948462
0,"Therapy_Combo_AB_2","Therapy_Combo_AB",116.028075597621
3,"Therapy_Combo_AB_2","Therapy_Combo_AB",122.765067606319
6,"Therapy_Combo_AB_2","Therapy_Combo_AB",211.988416174154
9,"Therapy_Combo_AB_2","Therapy_Combo_AB",235.222903055459
12,"Therapy_Combo_AB_2","Therapy_Combo_AB",380.776948110622
15,"Therapy_Combo_AB_2","Therapy_Combo_AB",420.62096030459
18,"Therapy_Combo_AB_2","Therapy_Combo_AB",459.061466491396
21,"Therapy_Combo_AB_2","Therapy_Combo_AB",347.72088348532
24,"Therapy_Combo_AB_2","Therapy_Combo_AB",599.19181637078
27,"Therapy_Combo_AB_2","Therapy_Combo_AB",585.97746410095
30,"Therapy_Combo_AB_2","Therapy_Combo_AB",689.016856587005
33,"Therapy_Combo_AB_2","Therapy_Combo_AB",560.929927905642
36,"Therapy_Combo_AB_2","Therapy_Combo_AB",677.384055537712
39,"Therapy_Combo_AB_2","Therapy_Combo_AB",1296.00023683097
42,"Therapy_Combo_AB_2","Therapy_Combo_AB",991.09619629725
45,"Therapy_Combo_AB_2","Therapy_Combo_AB",1122.39356259778
48,"Therapy_Combo_AB_2","Therapy_Combo_AB",1113.35812829311
51,"Therapy_Combo_AB_2","Therapy_Combo_AB",1092.91779565268
54,"Therapy_Combo_AB_2","Therapy_Combo_AB",2446.96647815766
57,"Therapy_Combo_AB_2","Therapy_Combo_AB",2114.67381772717
60,"Therapy_Combo_AB_2","Therapy_Combo_AB",1967.90287461731
0,"Therapy_Combo_AB_3","Therapy_Combo_AB",105.395599625944
3,"Therapy_Combo_AB_3","Therapy_Combo_AB",226.317254867216
6,"Therapy_Combo_AB_3","Therapy_Combo_AB",220.178062693042
9,"Therapy_Combo_AB_3","Therapy_Combo_AB",170.4284083443
12,"Therapy_Combo_AB_3","Therapy_Combo_AB",201.809026179224
15,"Therapy_Combo_AB_3","Therapy_Combo_AB",288.039864386609
18,"Therapy_Combo_AB_3","Therapy_Combo_AB",258.087179527362
21,"Therapy_Combo_AB_3","Therapy_Combo_AB",680.890056776148
24,"Therapy_Combo_AB_3","Therapy_Combo_AB",452.412604139497
27,"Therapy_Combo_AB_3","Therapy_Combo_AB",761.3738393358
30,"Therapy_Combo_AB_3","Therapy_Combo_AB",349.144718893096
33,"Therapy_Combo_AB_3","Therapy_Combo_AB",848.517600064183
36,"Therapy_Combo_AB_3","Therapy_Combo_AB",1354.76506536958
39,"Therapy_Combo_AB_3","Therapy_Combo_AB",692.320372461521
42,"Therapy_Combo_AB_3","Therapy_Combo_AB",753.919033130059
45,"Therapy_Combo_AB_3","Therapy_Combo_AB",1225.47375679711
48,"Therapy_Combo_AB_3","Therapy_Combo_AB",1538.92063918489
51,"Therapy_Combo_AB_3","Therapy_Combo_AB",1170.51005149231
54,"Therapy_Combo_AB_3","Therapy_Combo_AB",1873.756354712
57,"Therapy_Combo_AB_3","Therapy_Combo_AB",2735.77882852608
60,"Therapy_Combo_AB_3","Therapy_Combo_AB",1551.61586345831
0,"Therapy_Combo_AB_4","Therapy_Combo_AB",64.6050306911036
3,"Therapy_Combo_AB_4","Therapy_Combo_AB",77.9563170302181
6,"Therapy_Combo_AB_4","Therapy_Combo_AB",114.784855356828
9,"Therapy_Combo_AB_4","Therapy_Combo_AB",192.029299825844
12,"Therapy_Combo_AB_4","Therapy_Combo_AB",167.259701932539
15,"Therapy_Combo_AB_4","Therapy_Combo_AB",366.209538349348
18,"Therapy_Combo_AB_4","Therapy_Combo_AB",245.612601886037
21,"Therapy_Combo_AB_4","Therapy_Combo_AB",302.333212711848
24,"Therapy_Combo_AB_4","Therapy_Combo_AB",674.75298936089
27,"Therapy_Combo_AB_4","Therapy_Combo_AB",317.001022950603
30,"Therapy_Combo_AB_4","Therapy_Combo_AB",290.211153382656
33,"Therapy_Combo_AB_4","Therapy_Combo_AB",787.873778709112
36,"Therapy_Combo_AB_4","Therapy_Combo_AB",428.292445027779
39,"Therapy_Combo_AB_4","Therapy_Combo_AB",607.086330141245
42,"Therapy_Combo_AB_4","Therapy_Combo_AB",989.752051591838
45,"Therapy_Combo_AB_4","Therapy_Combo_AB",622.369341683627
48,"Therapy_Combo_AB_4","Therapy_Combo_AB",1260.7174344768
51,"Therapy_Combo_AB_4","Therapy_Combo_AB",1065.97158770005
54,"Therapy_Combo_AB_4","Therapy_Combo_AB",1875.47175785335
57,"Therapy_Combo_AB_4","Therapy_Combo_AB",1639.26954295319
60,"Therapy_Combo_AB_4","Therapy_Combo_AB",1161.54917811452
0,"Therapy_Combo_AB_5","Therapy_Combo_AB",107.597183582161
3,"Therapy_Combo_AB_5","Therapy_Combo_AB",132.834474651253
6,"Therapy_Combo_AB_5","Therapy_Combo_AB",204.953036732246
9,"Therapy_Combo_AB_5","Therapy_Combo_AB",162.143808467674
12,"Therapy_Combo_AB_5","Therapy_Combo_AB",252.490041718189
15,"Therapy_Combo_AB_5","Therapy_Combo_AB",234.483169288735
18,"Therapy_Combo_AB_5","Therapy_Combo_AB",375.630165025548
21,"Therapy_Combo_AB_5","Therapy_Combo_AB",532.684368657309
24,"Therapy_Combo_AB_5","Therapy_Combo_AB",619.473835275486
27,"Therapy_Combo_AB_5","Therapy_Combo_AB",621.384636364339
30,"Therapy_Combo_AB_5","Therapy_Combo_AB",470.648083552889
33,"Therapy_Combo_AB_5","Therapy_Combo_AB",641.106823361819
36,"Therapy_Combo_AB_5","Therapy_Combo_AB",1085.71852040239
39,"Therapy_Combo_AB_5","Therapy_Combo_AB",750.803505749542
42,"Therapy_Combo_AB_5","Therapy_Combo_AB",950.499099030936
45,"Therapy_Combo_AB_5","Therapy_Combo_AB",1770.25972756735
48,"Therapy_Combo_AB_5","Therapy_Combo_AB",859.722015711632
51,"Therapy_Combo_AB_5","Therapy_Combo_AB",1940.10406664286
54,"Therapy_Combo_AB_5","Therapy_Combo_AB",1474.92350209908
57,"Therapy_Combo_AB_5","Therapy_Combo_AB",1452.59414275921
60,"Therapy_Combo_AB_5","Therapy_Combo_AB",851.191330574973
0,"Therapy_Combo_AB_6","Therapy_Combo_AB",102.549144229926
3,"Therapy_Combo_AB_6","Therapy_Combo_AB",115.47927634284
6,"Therapy_Combo_AB_6","Therapy_Combo_AB",173.561153223938
9,"Therapy_Combo_AB_6","Therapy_Combo_AB",188.765318688805
12,"Therapy_Combo_AB_6","Therapy_Combo_AB",207.203033194964
15,"Therapy_Combo_AB_6","Therapy_Combo_AB",228.961458887
18,"Therapy_Combo_AB_6","Therapy_Combo_AB",296.298835467629
21,"Therapy_Combo_AB_6","Therapy_Combo_AB",389.216876649189
24,"Therapy_Combo_AB_6","Therapy_Combo_AB",618.322944952331
27,"Therapy_Combo_AB_6","Therapy_Combo_AB",478.134012314515
30,"Therapy_Combo_AB_6","Therapy_Combo_AB",891.807167407075
33,"Therapy_Combo_AB_6","Therapy_Combo_AB",672.627501158713
36,"Therapy_Combo_AB_6","Therapy_Combo_AB",853.913715316297
39,"Therapy_Combo_AB_6","Therapy_Combo_AB",1373.60012654012
42,"Therapy_Combo_AB_6","Therapy_Combo_AB",765.724478778152
45,"Therapy_Combo_AB_6","Therapy_Combo_AB",1779.75731313582
48,"Therapy_Combo_AB_6","Therapy_Combo_AB",1245.57835847591
51,"Therapy_Combo_AB_6","Therapy_Combo_AB",1548.95187399641
54,"Therapy_Combo_AB_6","Therapy_Combo_AB",1923.09221548693
57,"Therapy_Combo_AB_6","Therapy_Combo_AB",1552.92175529477
60,"Therapy_Combo_AB_6","Therapy_Combo_AB",2306.09157729397
0,"Therapy_Combo_AB_7","Therapy_Combo_AB",70.0032289216367
3,"Therapy_Combo_AB_7","Therapy_Combo_AB",122.288082677139
6,"Therapy_Combo_AB_7","Therapy_Combo_AB",107.916671117354
9,"Therapy_Combo_AB_7","Therapy_Combo_AB",121.462635183623
12,"Therapy_Combo_AB_7","Therapy_Combo_AB",133.830758472365
15,"Therapy_Combo_AB_7","Therapy_Combo_AB",177.527129450819
18,"Therapy_Combo_AB_7","Therapy_Combo_AB",236.959639652447
21,"Therapy_Combo_AB_7","Therapy_Combo_AB",373.460426158896
24,"Therapy_Combo_AB_7","Therapy_Combo_AB",347.401545246311
27,"Therapy_Combo_AB_7","Therapy_Combo_AB",800.287438729707
30,"Therapy_Combo_AB_7","Therapy_Combo_AB",531.429294822953
33,"Therapy_Combo_AB_7","Therapy_Combo_AB",537.930336316103
36,"Therapy_Combo_AB_7","Therapy_Combo_AB",632.94898617282
39,"Therapy_Combo_AB_7","Therapy_Combo_AB",683.966564962247
42,"Therapy_Combo_AB_7","Therapy_Combo_AB",614.368207518742
45,"Therapy_Combo_AB_7","Therapy_Combo_AB",1087.49355830995
48,"Therapy_Combo_AB_7","Therapy_Combo_AB",962.519189367495
51,"Therapy_Combo_AB_7","Therapy_Combo_AB",1731.05751224839
54,"Therapy_Combo_AB_7","Therapy_Combo_AB",1373.4622508203
57,"Therapy_Combo_AB_7","Therapy_Combo_AB",879.674641405417
60,"Therapy_Combo_AB_7","Therapy_Combo_AB",1040.68848871926
0,"Therapy_Combo_AB_8","Therapy_Combo_AB",94.660307665131
3,"Therapy_Combo_AB_8","Therapy_Combo_AB",186.567188493282
6,"Therapy_Combo_AB_8","Therapy_Combo_AB",102.125495731868
9,"Therapy_Combo_AB_8","Therapy_Combo_AB",178.636196585428
12,"Therapy_Combo_AB_8","Therapy_Combo_AB",226.490710521421
15,"Therapy_Combo_AB_8","Therapy_Combo_AB",299.148040635528
18,"Therapy_Combo_AB_8","Therapy_Combo_AB",338.519875824295
21,"Therapy_Combo_AB_8","Therapy_Combo_AB",543.902765697902
24,"Therapy_Combo_AB_8","Therapy_Combo_AB",529.704601887287
27,"Therapy_Combo_AB_8","Therapy_Combo_AB",308.845460899931
30,"Therapy_Combo_AB_8","Therapy_Combo_AB",786.084890818419
33,"Therapy_Combo_AB_8","Therapy_Combo_AB",954.507828375614
36,"Therapy_Combo_AB_8","Therapy_Combo_AB",802.822098294722
39,"Therapy_Combo_AB_8","Therapy_Combo_AB",730.892367386071
42,"Therapy_Combo_AB_8","Therapy_Combo_AB",1126.99852872615
45,"Therapy_Combo_AB_8","Therapy_Combo_AB",706.943867571572
48,"Therapy_Combo_AB_8","Therapy_Combo_AB",1251.70759331949
51,"Therapy_Combo_AB_8","Therapy_Combo_AB",1528.52624038205
54,"Therapy_Combo_AB_8","Therapy_Combo_AB",1555.65976074453
57,"Therapy_Combo_AB_8","Therapy_Combo_AB",1396.04027276619
60,"Therapy_Combo_AB_8","Therapy_Combo_AB",1889.46843374965
0,"Therapy_Combo_AB_9","Therapy_Combo_AB",75.4216760932378
3,"Therapy_Combo_AB_9","Therapy_Combo_AB",154.342110045863
6,"Therapy_Combo_AB_9","Therapy_Combo_AB",98.4883939097306
9,"Therapy_Combo_AB_9","Therapy_Combo_AB",159.527807993793
12,"Therapy_Combo_AB_9","Therapy_Combo_AB",164.483431494331
15,"Therapy_Combo_AB_9","Therapy_Combo_AB",267.673931258654
18,"Therapy_Combo_AB_9","Therapy_Combo_AB",238.162438642566
21,"Therapy_Combo_AB_9","Therapy_Combo_AB",331.522786081719
24,"Therapy_Combo_AB_9","Therapy_Combo_AB",567.25997296805
27,"Therapy_Combo_AB_9","Therapy_Combo_AB",467.971112936732
30,"Therapy_Combo_AB_9","Therapy_Combo_AB",880.722680892688
33,"Therapy_Combo_AB_9","Therapy_Combo_AB",479.66412250707
36,"Therapy_Combo_AB_9","Therapy_Combo_AB",698.829591497849
39,"Therapy_Combo_AB_9","Therapy_Combo_AB",1015.7263761836
42,"Therapy_Combo_AB_9","Therapy_Combo_AB",936.583625898847
45,"Therapy_Combo_AB_9","Therapy_Combo_AB",723.284518859835
48,"Therapy_Combo_AB_9","Therapy_Combo_AB",1731.57225074494
51,"Therapy_Combo_AB_9","Therapy_Combo_AB",1271.39614005068
54,"Therapy_Combo_AB_9","Therapy_Combo_AB",1461.69959097772
57,"Therapy_Combo_AB_9","Therapy_Combo_AB",1602.19054827303
60,"Therapy_Combo_AB_9","Therapy_Combo_AB",1919.45777475729
0,"Therapy_Combo_AB_10","Therapy_Combo_AB",151.21019983599
3,"Therapy_Combo_AB_10","Therapy_Combo_AB",280.293993020649
6,"Therapy_Combo_AB_10","Therapy_Combo_AB",279.676908060119
9,"Therapy_Combo_AB_10","Therapy_Combo_AB",249.288178163972
12,"Therapy_Combo_AB_10","Therapy_Combo_AB",367.765903219618
15,"Therapy_Combo_AB_10","Therapy_Combo_AB",460.046957894925
18,"Therapy_Combo_AB_10","Therapy_Combo_AB",305.667486573129
21,"Therapy_Combo_AB_10","Therapy_Combo_AB",535.008110412819
24,"Therapy_Combo_AB_10","Therapy_Combo_AB",433.374791260008
27,"Therapy_Combo_AB_10","Therapy_Combo_AB",621.028816496676
30,"Therapy_Combo_AB_10","Therapy_Combo_AB",729.657602970789
33,"Therapy_Combo_AB_10","Therapy_Combo_AB",890.780867204238
36,"Therapy_Combo_AB_10","Therapy_Combo_AB",726.223637024728
39,"Therapy_Combo_AB_10","Therapy_Combo_AB",532.17719468261
42,"Therapy_Combo_AB_10","Therapy_Combo_AB",1940.6339297625
45,"Therapy_Combo_AB_10","Therapy_Combo_AB",1632.80852432797
48,"Therapy_Combo_AB_10","Therapy_Combo_AB",1013.61304403096
51,"Therapy_Combo_AB_10","Therapy_Combo_AB",1329.9767154037
54,"Therapy_Combo_AB_10","Therapy_Combo_AB",1950.04510529058
57,"Therapy_Combo_AB_10","Therapy_Combo_AB",1764.37228822757
60,"Therapy_Combo_AB_10","Therapy_Combo_AB",1846.58561848039
0,"Therapy_Combo_AB_11","Therapy_Combo_AB",113.790818813012
3,"Therapy_Combo_AB_11","Therapy_Combo_AB",144.798602404277
6,"Therapy_Combo_AB_11","Therapy_Combo_AB",166.935462558518
9,"Therapy_Combo_AB_11","Therapy_Combo_AB",345.033513050138
12,"Therapy_Combo_AB_11","Therapy_Combo_AB",417.372610496117
15,"Therapy_Combo_AB_11","Therapy_Combo_AB",619.66287346229
18,"Therapy_Combo_AB_11","Therapy_Combo_AB",344.909382489021
21,"Therapy_Combo_AB_11","Therapy_Combo_AB",477.845939782557
24,"Therapy_Combo_AB_11","Therapy_Combo_AB",408.149060038765
27,"Therapy_Combo_AB_11","Therapy_Combo_AB",537.354232527598
30,"Therapy_Combo_AB_11","Therapy_Combo_AB",527.143744663788
33,"Therapy_Combo_AB_11","Therapy_Combo_AB",726.880873032262
36,"Therapy_Combo_AB_11","Therapy_Combo_AB",1055.71914362266
39,"Therapy_Combo_AB_11","Therapy_Combo_AB",1087.68396823893
42,"Therapy_Combo_AB_11","Therapy_Combo_AB",1827.5341887208
45,"Therapy_Combo_AB_11","Therapy_Combo_AB",676.733617380215
48,"Therapy_Combo_AB_11","Therapy_Combo_AB",985.827498532928
51,"Therapy_Combo_AB_11","Therapy_Combo_AB",2247.58447910597
54,"Therapy_Combo_AB_11","Therapy_Combo_AB",1484.74931480448
57,"Therapy_Combo_AB_11","Therapy_Combo_AB",1451.48821355856
60,"Therapy_Combo_AB_11","Therapy_Combo_AB",2252.81168652902
0,"Therapy_Combo_AB_12","Therapy_Combo_AB",130.907498467402
3,"Therapy_Combo_AB_12","Therapy_Combo_AB",124.997614717343
6,"Therapy_Combo_AB_12","Therapy_Combo_AB",159.995432953261
9,"Therapy_Combo_AB_12","Therapy_Combo_AB",242.298798136673
12,"Therapy_Combo_AB_12","Therapy_Combo_AB",434.383332263867
15,"Therapy_Combo_AB_12","Therapy_Combo_AB",258.635291913236
18,"Therapy_Combo_AB_12","Therapy_Combo_AB",357.424630491816
21,"Therapy_Combo_AB_12","Therapy_Combo_AB",472.075697726276
24,"Therapy_Combo_AB_12","Therapy_Combo_AB",419.241374998918
27,"Therapy_Combo_AB_12","Therapy_Combo_AB",583.460499529858
30,"Therapy_Combo_AB_12","Therapy_Combo_AB",1137.12136745711
33,"Therapy_Combo_AB_12","Therapy_Combo_AB",1186.84635781497
36,"Therapy_Combo_AB_12","Therapy_Combo_AB",1397.99918416988
39,"Therapy_Combo_AB_12","Therapy_Combo_AB",784.439953800449
42,"Therapy_Combo_AB_12","Therapy_Combo_AB",780.642489030788
45,"Therapy_Combo_AB_12","Therapy_Combo_AB",1150.73108314304
48,"Therapy_Combo_AB_12","Therapy_Combo_AB",2107.74820965822
51,"Therapy_Combo_AB_12","Therapy_Combo_AB",1658.44574979923
54,"Therapy_Combo_AB_12","Therapy_Combo_AB",1556.05799566309
57,"Therapy_Combo_AB_12","Therapy_Combo_AB",1873.67087179978
60,"Therapy_Combo_AB_12","Therapy_Combo_AB",1603.5754389082
0,"Therapy_Combo_AB_13","Therapy_Combo_AB",139.224202323791
3,"Therapy_Combo_AB_13","Therapy_Combo_AB",205.857644678813
6,"Therapy_Combo_AB_13","Therapy_Combo_AB",166.190028475731
9,"Therapy_Combo_AB_13","Therapy_Combo_AB",213.56390754654
12,"Therapy_Combo_AB_13","Therapy_Combo_AB",304.354690491316
15,"Therapy_Combo_AB_13","Therapy_Combo_AB",289.183831203992
18,"Therapy_Combo_AB_13","Therapy_Combo_AB",424.443900055033
21,"Therapy_Combo_AB_13","Therapy_Combo_AB",708.64380370784
24,"Therapy_Combo_AB_13","Therapy_Combo_AB",516.450694699323
27,"Therapy_Combo_AB_13","Therapy_Combo_AB",677.942139356947
30,"Therapy_Combo_AB_13","Therapy_Combo_AB",464.822487242752
33,"Therapy_Combo_AB_13","Therapy_Combo_AB",752.081367503671
36,"Therapy_Combo_AB_13","Therapy_Combo_AB",731.243080736692
39,"Therapy_Combo_AB_13","Therapy_Combo_AB",911.430719104957
42,"Therapy_Combo_AB_13","Therapy_Combo_AB",857.518684543243
45,"Therapy_Combo_AB_13","Therapy_Combo_AB",1521.51805670886
48,"Therapy_Combo_AB_13","Therapy_Combo_AB",1082.451553814
51,"Therapy_Combo_AB_13","Therapy_Combo_AB",2576.37645853475
54,"Therapy_Combo_AB_13","Therapy_Combo_AB",896.984544169043
57,"Therapy_Combo_AB_13","Therapy_Combo_AB",2223.76920517889
60,"Therapy_Combo_AB_13","Therapy_Combo_AB",1401.71597506623
0,"Therapy_Combo_AB_14","Therapy_Combo_AB",141.091306384974
3,"Therapy_Combo_AB_14","Therapy_Combo_AB",148.868101437189
6,"Therapy_Combo_AB_14","Therapy_Combo_AB",193.525801172455
9,"Therapy_Combo_AB_14","Therapy_Combo_AB",242.2106612545
12,"Therapy_Combo_AB_14","Therapy_Combo_AB",283.672131054507
15,"Therapy_Combo_AB_14","Therapy_Combo_AB",496.668138452233
18,"Therapy_Combo_AB_14","Therapy_Combo_AB",328.922968480766
21,"Therapy_Combo_AB_14","Therapy_Combo_AB",755.492194060051
24,"Therapy_Combo_AB_14","Therapy_Combo_AB",448.412052084046
27,"Therapy_Combo_AB_14","Therapy_Combo_AB",640.806286654718
30,"Therapy_Combo_AB_14","Therapy_Combo_AB",586.589069874953
33,"Therapy_Combo_AB_14","Therapy_Combo_AB",1474.72005499046
36,"Therapy_Combo_AB_14","Therapy_Combo_AB",1022.1770059741
39,"Therapy_Combo_AB_14","Therapy_Combo_AB",599.8243142389
42,"Therapy_Combo_AB_14","Therapy_Combo_AB",1790.67864279689
45,"Therapy_Combo_AB_14","Therapy_Combo_AB",2081.08131941514
48,"Therapy_Combo_AB_14","Therapy_Combo_AB",1344.44538376443
51,"Therapy_Combo_AB_14","Therapy_Combo_AB",1681.46941531974
54,"Therapy_Combo_AB_14","Therapy_Combo_AB",1113.5442512386
57,"Therapy_Combo_AB_14","Therapy_Combo_AB",1941.76217714774
60,"Therapy_Combo_AB_14","Therapy_Combo_AB",2341.03387110304
0,"Therapy_Combo_AB_15","Therapy_Combo_AB",127.362880654711
3,"Therapy_Combo_AB_15","Therapy_Combo_AB",162.56794477409
6,"Therapy_Combo_AB_15","Therapy_Combo_AB",263.892684076331
9,"Therapy_Combo_AB_15","Therapy_Combo_AB",257.477778913236
12,"Therapy_Combo_AB_15","Therapy_Combo_AB",287.053856429099
15,"Therapy_Combo_AB_15","Therapy_Combo_AB",311.623773828031
18,"Therapy_Combo_AB_15","Therapy_Combo_AB",301.630066134367
21,"Therapy_Combo_AB_15","Therapy_Combo_AB",301.355869694325
24,"Therapy_Combo_AB_15","Therapy_Combo_AB",640.769259936085
27,"Therapy_Combo_AB_15","Therapy_Combo_AB",439.108898388213
30,"Therapy_Combo_AB_15","Therapy_Combo_AB",663.003426201084
33,"Therapy_Combo_AB_15","Therapy_Combo_AB",837.440206642046
36,"Therapy_Combo_AB_15","Therapy_Combo_AB",1072.55722711952
39,"Therapy_Combo_AB_15","Therapy_Combo_AB",793.340900787388
42,"Therapy_Combo_AB_15","Therapy_Combo_AB",811.294416958525
45,"Therapy_Combo_AB_15","Therapy_Combo_AB",1055.06619924224
48,"Therapy_Combo_AB_15","Therapy_Combo_AB",1665.5138483099
51,"Therapy_Combo_AB_15","Therapy_Combo_AB",1414.10945214099
54,"Therapy_Combo_AB_15","Therapy_Combo_AB",1412.64751354989
57,"Therapy_Combo_AB_15","Therapy_Combo_AB",1506.41548711241
60,"Therapy_Combo_AB_15","Therapy_Combo_AB",2584.42891933875
0,"Therapy_Combo_AB_16","Therapy_Combo_AB",106.793737291206
3,"Therapy_Combo_AB_16","Therapy_Combo_AB",145.033721686353
6,"Therapy_Combo_AB_16","Therapy_Combo_AB",113.759552576805
9,"Therapy_Combo_AB_16","Therapy_Combo_AB",280.743990106758
12,"Therapy_Combo_AB_16","Therapy_Combo_AB",309.754132543029
15,"Therapy_Combo_AB_16","Therapy_Combo_AB",283.232398768982
